,G10,G12,G25,G26,G31,G46,G49,G54,G59,G61,G65,G66,G69,G80,G87,G89,G100,G103,G111,F_BUS,T_BUS,TYPE,DONE,TAP,Total,Error
E174_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4959181135320225,36.81027614276166,14.842693659638748,0.0,103,110,E,True,1.0,59.14888791593243,-7.105427357601002e-15
E175_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9335946920226441,9.495321784937964,2.2797745246153966,0.0,109,110,E,True,1.0,13.708691001576005,-3.552713678800501e-15
E175_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.919216793336413,9.424716101554447,2.262822488453111,0.0,109,110,E,True,1.0,13.60675538334397,-5.329070518200751e-15
E176_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.00000000000003,111,110,E,True,1.0,36.00000000000003,0.0
E176_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.70294492226469,111,110,E,True,1.0,35.70294492226469,0.0
E177_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.029600691561912,29.609617277742483,10.95464196915722,22.864728283079526,110,112,E,True,1.0,69.45858822154115,0.0
E177_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.902982734380614,28.987833275051475,10.724601132501435,22.384582858066473,110,112,E,True,1.0,68.0,0.0
E178_PF,0.5170322908764534,0.0,0.0,1.5393039096656262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,113,E,True,1.0,2.0563362005420798,4.440892098500626e-16
E178_PT,0.5160197142396313,0.0,0.0,1.5362892755636552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,113,E,True,1.0,2.0523089898032865,4.440892098500626e-16
E179_PF,0.0,0.0,2.9184071382074626,1.1977285847768266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,113,E,True,1.0,4.116135722984289,-8.881784197001252e-16
E179_PT,0.0,0.0,2.7989770986556715,1.1487139115396758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,113,E,True,1.0,3.9476910101953475,0.0
E180_PF,0.0,0.0,6.644518716704489,2.72694302823346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,114,E,True,1.0,9.37146174493795,0.0
E180_PT,0.0,0.0,6.63479202154965,2.722951144897567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,114,E,True,1.0,9.357743166447218,0.0
E181_PF,0.0,0.0,14.693469309488131,6.030271777749436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,115,E,True,1.0,20.723741087237567,0.0
E181_PT,0.0,0.0,14.635730404059348,6.006575448138532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,115,E,True,1.0,20.64230585219788,0.0
E182_PF,0.0,0.0,0.9626619760571289,0.3950811903885234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,115,E,True,1.0,1.3577431664456523,-2.220446049250313e-16
E182_PT,0.0,0.0,0.9626272210418871,0.39506692676002747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,115,E,True,1.0,1.3576941478019147,-2.220446049250313e-16
E183_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.177948735151157,0.0,125.80250732629914,44.1454711598349,0.0,0.0,0.0,0.0,0.0,68,116,E,True,1.0,184.1259272212852,2.842170943040401e-14
E183_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.168252166532442,0.0,125.71646860042397,44.11527923304047,0.0,0.0,0.0,0.0,0.0,68,116,E,True,1.0,183.99999999999687,2.842170943040401e-14
E184_PF,7.520102085175656,12.63244785290424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,117,E,True,1.0,20.152549938079897,3.552713678800501e-15
E184_PT,7.463176727790475,12.536823272209544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,117,E,True,1.0,20.000000000000018,3.552713678800501e-15
E185_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.222174323088105,6.861092648992753,0.0,0.1315620498162415,0.0,0.0,0.0,75,118,E,True,1.0,40.214829021897096,-7.105427357601002e-15
E185_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.940495762225424,6.802919975388705,0.0,0.13044658372735793,0.0,0.0,0.0,75,118,E,True,1.0,39.873862321341484,-7.105427357601002e-15
E186_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.678618008997963,1.1727566022341007,0.0,0.022487710109569726,0.0,0.0,0.0,118,76,E,True,1.0,6.873862321341633,-1.7763568394002505e-15
E186_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65888295268037,1.1686808891723584,0.0,0.022409557956217827,0.0,0.0,0.0,118,76,E,True,1.0,6.849973399808946,-1.7763568394002505e-15
L1,40.2131131740094,10.786886825990598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,L,True,1.0,51.0,0.0
L2,7.463176727790468,12.536823272209533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,L,True,1.0,20.0,0.0
L3,35.928579007284114,3.0714209927158858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,L,True,1.0,39.0,0.0
L4,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,L,True,1.0,39.0,0.0
L6,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,L,True,1.0,52.0,0.0
L7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,L,True,1.0,19.0,0.0
L8,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,L,True,1.0,28.0,0.0
L11,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,L,True,1.0,70.0,0.0
L12,17.5384653103076,29.461534689692403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,L,True,1.0,47.0,0.0
L13,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,L,True,1.0,34.0,0.0
L14,5.224223709453328,8.775776290546673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,L,True,1.0,14.000000000000002,1.7763568394002505e-15
L15,23.52743600649997,2.181297550929814,0.0,64.29126644257025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,L,True,1.0,90.00000000000003,2.842170943040401e-14
L16,7.197489387093958,4.694654125200289,0.0,13.107856487705758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,L,True,1.0,25.000000000000007,7.105427357601002e-15
L17,2.765771082638005,0.0,0.0,8.234228917361998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,L,True,1.0,11.000000000000004,3.552713678800501e-15
L18,15.08602408711639,0.0,0.0,44.91397591288362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,L,True,1.0,60.000000000000014,1.4210854715202004e-14
L19,8.085169081779696,0.27811368679139187,7.532783633217151,26.42890225821685,0.0,0.0,0.0,0.0,0.0,0.0,2.6750313399949173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,L,True,1.0,45.00000000000001,7.105427357601002e-15
L20,0.0,0.0,12.762292602355673,5.237707397644324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,L,True,1.0,17.999999999999996,-3.552713678800501e-15
L21,0.0,0.0,9.92622757960997,4.07377242039003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,L,True,1.0,14.0,0.0
L22,0.0,0.0,7.090162556864263,2.9098374431357357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,L,True,1.0,10.0,0.0
L23,0.0,0.0,4.963113789804985,2.036886210195015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,L,True,1.0,7.0,0.0
L24,0.0,0.0,5.257379500113166,2.15765429910952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.583734817035953,0.001208216092435231,0.0,2.3167648926163978e-05,0.0,0.0,0.0,24,0,L,True,1.0,13.0,0.0
L27,0.0,0.0,50.340154153736286,20.659845846263728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,L,True,1.0,71.00000000000001,1.4210854715202004e-14
L28,0.0,0.0,12.053276346669252,4.946723653330751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,L,True,1.0,17.000000000000004,3.552713678800501e-15
L29,0.5995950891526487,0.0,14.513514753824989,7.741526680501884,1.1453634765204803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,L,True,1.0,24.0,0.0
L31,3.063735374726308,0.0,17.6988219888844,16.38500877991064,5.852433856478656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,L,True,1.0,43.0,0.0
L32,0.0,0.0,41.83195908549916,17.168040914500835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,L,True,1.0,58.99999999999999,-7.105427357601002e-15
L33,2.9118012048717317,0.1764780901215295,0.0,8.203427755075975,0.0,0.0,0.0,0.0,0.0,0.0,11.708292949930767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,L,True,1.0,23.000000000000004,3.552713678800501e-15
L34,3.784727217142028,0.0,0.0,11.26785600274381,0.0,0.0,0.0,0.0,0.0,0.0,43.94741678011417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,L,True,1.0,59.00000000000001,7.105427357601002e-15
L35,2.1168813248421507,0.0,0.0,6.302360137127894,0.0,0.0,0.0,0.0,0.0,0.0,24.580758538029958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,L,True,1.0,33.0,0.0
L36,1.9885854869729302,0.0,0.0,5.920398916695899,0.0,0.0,0.0,0.0,0.0,0.0,23.091015596331175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,L,True,1.0,31.000000000000004,3.552713678800501e-15
L39,1.7319938112344873,0.0,0.0,5.156476475831913,0.0,0.0,0.0,0.0,0.0,0.0,20.1115297129336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,L,True,1.0,27.0,0.0
L40,3.6184988764174695,0.0,0.0,10.77296247425492,0.0,0.0,3.799375784070833,0.0,0.0,0.0,42.122228150392225,4.820153286460095,0.8667814284044585,0.0,0.0,0.0,0.0,0.0,0.0,40,0,L,True,1.0,66.00000000000001,1.4210854715202004e-14
L41,0.844879303123778,0.0,0.0,2.5153671007460665,0.0,0.0,9.439369145633082,0.0,0.0,0.0,10.071464561660589,11.975442492472617,2.153477396363876,0.0,0.0,0.0,0.0,0.0,0.0,41,0,L,True,1.0,37.00000000000001,7.105427357601002e-15
L42,0.0,0.0,0.0,0.0,0.0,0.0,38.028107288754576,0.0,0.0,0.0,1.0511310462075958,48.2451109717159,8.675650693321936,0.0,0.0,0.0,0.0,0.0,0.0,42,0,L,True,1.0,96.00000000000001,1.4210854715202004e-14
L43,0.09025856017303362,0.0,0.0,0.2687169776565075,0.0,2.05220259362238,4.622711232345699,0.0,0.0,0.0,1.175838362752547,5.864694098532396,3.9255781749174417,0.0,0.0,0.0,0.0,0.0,0.0,43,0,L,True,1.0,18.000000000000004,3.552713678800501e-15
L44,0.0,0.0,0.0,0.0,0.0,1.9788655887243094,4.457515165767058,0.0,0.0,0.0,0.12320972337912012,5.655114839074108,3.7852946830554037,0.0,0.0,0.0,0.0,0.0,0.0,44,0,L,True,1.0,16.0,0.0
L45,0.0,0.0,0.0,0.0,0.0,6.554992262649274,14.765518986603379,0.0,0.0,0.0,0.40813220869333533,18.732567904432987,12.538788637621025,0.0,0.0,0.0,0.0,0.0,0.0,45,0,L,True,1.0,53.0,0.0
L46,0.0,0.0,0.0,0.0,0.0,8.200762698347065,3.298401424178051,0.0,0.0,0.0,0.09117077832674972,4.184582249398281,12.225082849749853,0.0,0.0,0.0,0.0,0.0,0.0,46,0,L,True,1.0,28.0,0.0
L47,0.0,0.0,0.0,0.0,0.0,0.0,1.9613944672917183,0.0,0.0,0.0,0.05421470500162918,2.488361911237723,29.496028916468926,0.0,0.0,0.0,0.0,0.0,0.0,47,0,L,True,1.0,34.0,0.0
L48,0.0,0.0,0.0,0.0,0.0,0.0,7.92252235182387,0.0,0.0,0.0,0.21898563462658244,10.051064785774145,1.807427227775403,0.0,0.0,0.0,0.0,0.0,0.0,48,0,L,True,1.0,20.0,0.0
L49,0.0,0.0,0.0,0.0,0.0,0.0,34.46297223043384,0.0,0.0,0.0,0.9525875106256336,43.72213181811753,7.8623084408230035,0.0,0.0,0.0,0.0,0.0,0.0,49,0,L,True,1.0,87.0,0.0
L50,0.0,0.0,0.0,0.0,0.0,0.0,6.73414399905029,0.0,0.0,0.0,0.18613778943259507,8.543405067908024,1.5363131436090927,0.0,0.0,0.0,0.0,0.0,0.0,50,0,L,True,1.0,17.000000000000004,3.552713678800501e-15
L51,0.0,0.0,0.0,0.0,0.0,0.0,6.73414399905029,0.0,0.0,0.0,0.18613778943259507,8.543405067908024,1.5363131436090927,0.0,0.0,0.0,0.0,0.0,0.0,51,0,L,True,1.0,17.000000000000004,3.552713678800501e-15
L52,0.0,0.0,0.0,0.0,0.0,0.0,7.130270116641483,0.0,0.0,0.0,0.1970870711639242,9.045958307196729,1.6266845049978629,0.0,0.0,0.0,0.0,0.0,0.0,52,0,L,True,1.0,17.999999999999996,-3.552713678800501e-15
L53,0.0,0.0,0.0,0.0,0.0,0.0,6.508809300102878,4.022646608589245,0.9822153807656743,0.4925074821668085,1.2360004214811666,8.272915037370533,1.4849057695236962,0.0,0.0,0.0,0.0,0.0,0.0,53,0,L,True,1.0,23.000000000000004,3.552713678800501e-15
L54,0.0,0.0,0.0,0.0,0.0,0.0,21.578359841010254,35.84063270846721,8.751258593649041,4.388101041941411,10.005915279639739,27.51289188235326,4.922840652939102,0.0,0.0,0.0,0.0,0.0,0.0,54,0,L,True,1.0,113.00000000000001,1.4210854715202004e-14
L55,0.0,0.0,0.0,0.0,0.0,0.0,4.4534364172237435,3.433336771922135,18.641418152627963,9.34727565680398,20.166598559697547,5.941937025724448,1.0159974160001817,0.0,0.0,0.0,0.0,0.0,0.0,55,0,L,True,1.0,63.0,0.0
L56,0.0,0.0,0.0,0.0,0.0,0.0,12.174435298821228,4.678536189641866,18.743079215609843,9.398251069268582,20.48932123621298,15.738927478193416,2.777449512252086,0.0,0.0,0.0,0.0,0.0,0.0,56,0,L,True,1.0,84.0,0.0
L57,0.0,0.0,0.0,0.0,0.0,0.0,4.753513411094323,0.0,0.0,0.0,0.13139138077594947,6.030638871464487,1.0844563366652418,0.0,0.0,0.0,0.0,0.0,0.0,57,0,L,True,1.0,12.0,0.0
L58,0.0,0.0,0.0,0.0,0.0,0.0,4.753513411094322,0.0,0.0,0.0,0.13139138077594945,6.030638871464487,1.0844563366652418,0.0,0.0,0.0,0.0,0.0,0.0,58,0,L,True,1.0,12.0,0.0
L59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.85481945404347,53.579692516803455,114.89172790706668,1.6737601220864156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0,L,True,1.0,277.00000000000006,5.684341886080802e-14
L60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.74776551857757,11.880338310870988,4.371896170551432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,L,True,1.0,78.0,0.0
L62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.919229022307395,4.772342934284866,53.30842804340774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0,L,True,1.0,77.0,0.0
L66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.831586934906545,38.16841306509346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,L,True,1.0,39.00000000000001,7.105427357601002e-15
L67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597036773779058,27.402963226220944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0,L,True,1.0,28.000000000000004,3.552713678800501e-15
L70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.98544819717645,0.014278020534775435,0.0,0.000273782288765509,0.0,0.0,0.0,70,0,L,True,1.0,66.0,0.0
L72,0.0,0.0,0.5863769609701013,0.2406519770369783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17050762454069,0.0024170895493573733,0.0,4.634790287368519e-05,0.0,0.0,0.0,72,0,L,True,1.0,12.000000000000002,1.7763568394002505e-15
L73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.998677108834223,0.0012980018667977668,0.0,2.488929897868264e-05,0.0,0.0,0.0,73,0,L,True,1.0,5.999999999999999,-8.881784197001252e-16
L74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9565664558404,8.8732874829435,0.0,0.1701460612160986,0.0,0.0,0.0,74,0,L,True,1.0,68.0,0.0
L75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.82752286065747,8.018717531462654,0.0,0.15375960787988086,0.0,0.0,0.0,75,0,L,True,1.0,47.00000000000001,7.105427357601002e-15
L76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.86843473996376,43.30125982707978,0.0,0.8303054329564562,0.0,0.0,0.0,76,0,L,True,1.0,67.99999999999999,-1.4210854715202004e-14
L77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.164876137941324,42.02921009366041,0.0,0.8059137683982719,0.0,0.0,0.0,77,0,L,True,1.0,61.0,0.0
L78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.494475051303148,56.90682099065353,0.0,0.598703958043323,0.0,0.0,0.0,78,0,L,True,1.0,70.99999999999999,-1.4210854715202004e-14
L79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,79,0,L,True,1.0,39.0,0.0
L80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,80,0,L,True,1.0,130.0,0.0
L82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.656552011602353,0.0,48.343447988397635,0.0,0.0,0.0,82,0,L,True,1.0,53.999999999999986,-1.4210854715202004e-14
L83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,83,0,L,True,1.0,20.0,0.0
L84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.999999999999998,0.0,0.0,0.0,84,0,L,True,1.0,10.999999999999998,-1.7763568394002505e-15
L85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,85,0,L,True,1.0,24.0,0.0
L86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9469498481565433,17.053050151843458,0.0,0.0,0.0,86,0,L,True,1.0,21.0,0.0
L88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,88,0,L,True,1.0,48.0,0.0
L90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.99999999999997,0.0,0.0,0.0,90,0,L,True,1.0,162.99999999999997,-2.842170943040401e-14
L91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,91,0,L,True,1.0,10.0,0.0
L92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,92,0,L,True,1.0,65.0,0.0
L93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.999999999999998,0.0,0.0,0.0,93,0,L,True,1.0,11.999999999999998,-1.7763568394002505e-15
L94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,94,0,L,True,1.0,30.0,0.0
L95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8287650307757999,0.0,41.171234969224194,0.0,0.0,0.0,95,0,L,True,1.0,41.99999999999999,-7.105427357601002e-15
L96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.88278464870216,0.0,15.117215351297832,0.0,0.0,0.0,96,0,L,True,1.0,37.99999999999999,-7.105427357601002e-15
L97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.000000000000002,0.0,0.0,0.0,0.0,0.0,97,0,L,True,1.0,15.000000000000002,1.7763568394002505e-15
L98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.743455956935485,0.0,0.8893253949788078,4.367218648085709,0.0,0.0,98,0,L,True,1.0,34.0,0.0
L99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.351583963022605,0.0,3.8317593028264256,18.81665673415097,0.0,0.0,99,0,L,True,1.0,42.0,0.0
L100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.259823820487302,30.740176179512698,0.0,0.0,100,0,L,True,1.0,37.0,0.0
L101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,101,0,L,True,1.0,22.0,0.0
L102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,102,0,L,True,1.0,5.0,0.0
L103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9147820472343473,14.313647832007113,5.771570120758534,0.0,103,0,L,True,1.0,22.999999999999993,-7.105427357601002e-15
L104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.835471697144412,28.656306184478993,3.508222118376595,0.0,104,0,L,True,1.0,38.0,0.0
L105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.372513425666305,21.472143131626254,5.155343442707435,0.0,105,0,L,True,1.0,30.999999999999993,-7.105427357601002e-15
L106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.115118418972487,34.940279472639155,0.9446021083883555,0.0,106,0,L,True,1.0,42.99999999999999,-7.105427357601002e-15
L107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630017657545384,37.468800044835646,4.901182297618966,0.0,107,0,L,True,1.0,49.99999999999999,-7.105427357601002e-15
L108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2820976403655681,1.385299556879113,0.33260280275531845,0.0,108,0,L,True,1.0,1.9999999999999998,-2.220446049250313e-16
L109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1283905614622725,5.541198227516452,1.3304112110212738,0.0,109,0,L,True,1.0,7.999999999999999,-8.881784197001252e-16
L110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3855342153065275,16.625374966573638,6.150874178934646,12.83821663918518,110,0,L,True,1.0,38.99999999999999,-7.105427357601002e-15
L112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.902982734380614,28.987833275051475,10.724601132501435,22.384582858066473,112,0,L,True,1.0,68.0,0.0
